SampleID	A01	A02	A03	A04	A05	A06	A07	A08	A09	B10	B11	B12	B13	B14	B15	B16	B17	B18	C19	C20	C21	C22	C23	C24	C25	C26	C27
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0.0466353434551	0.149768958956	0.0705160563818	0.0469848173028	0.114355609055	0.0179008270881	0.0323457461267	0.0248903040422	0.0479167475634	0.169883120413	0.0102124024386	0.0230264435211	0.0610026016386	0.123791402943	0.0386751058129	0.0111443326991	0.212946064536	0.0452762784918	0.0413932357395	0.0398788490661	0.137848017707	0.081893371646	0.101696889683	0.170737389819	0.234691103949	0.238030520716	0.179280083874
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116491282569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae	0.0138624626257	0.0627888013047	0.131712810158	0.0252009474624	0.0897759484332	0.0671766396148	0.218071680969	0.0188327573487	0.0428299615579	0.10989010989	0.0120762629597	0.0238418824991	0.131402166738	0.00862035491011	0.0347920630606	0.00660117267891	0.00803789849726	0.0269094862734	0.0502077427872	0.0246184910496	0.00531976857065	0.0112219935541	0.00796023764222	0.0678367568827	0.0584786238496	0.0288121772221	0.123946724653
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.000349473847707	0.0	0.000116491282569	0.00279579078166	0.000737778122937	0.000116491282569	0.000621286840368	0.00594105541102	0.000116491282569	0.0	0.00124257368074	0.00497029472294	0.0	3.8830427523e-05	0.000194152137615	0.000698947695414	0.000155321710092	0.000465965130276	3.8830427523e-05	0.000194152137615	0.000232982565138	3.8830427523e-05	7.7660855046e-05	0.000155321710092	0.000194152137615	0.0	0.000116491282569
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae	3.8830427523e-05	0.0	0.0	0.000116491282569	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	0.0	3.8830427523e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.000232982565138	3.8830427523e-05	0.0	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7660855046e-05	0.0	7.7660855046e-05	0.000155321710092	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	3.8830427523e-05	0.0	0.0	0.000271812992661	0.0	0.0	0.0	0.000931930260552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0	0.0	0.0	3.8830427523e-05	3.8830427523e-05	0.0	0.0	0.000271812992661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0	0.0	3.8830427523e-05	7.7660855046e-05	0.0	0.0	0.0	0.000155321710092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16	0.0201141614569	0.0130858540753	0.0188715877762	0.0365782627267	0.00784374635965	0.0192598920514	0.00931930260552	0.0209684308624	0.0154545101542	0.0263270298606	0.010989010989	0.0283850425193	0.00768842464956	0.0231429348037	0.00772725507708	0.0104842154312	0.0147167320312	0.0171630489652	0.0181338096532	0.0137459713431	0.0123869063798	0.0185221139285	0.0222886653982	0.0220556828331	0.0198811788918	0.0212790742826	0.0175901836679
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae	0.0	0.0	0.0015143866734	0.0	0.000194152137615	0.0	0.0	0.000194152137615	0.0	0.0	0.0	0.0	0.0	0.0	0.000349473847707	0.0	0.0	3.8830427523e-05	0.00718362909176	0.0	0.0	0.000854269405506	0.0	3.8830427523e-05	0.000116491282569	0.000232982565138	3.8830427523e-05
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__	0.00531976857065	0.00462082087524	0.0069118160991	0.00652351182387	0.00248514736147	0.00613520754864	0.0020191822312	0.0038830427523	0.0010095911156	0.00345590804955	0.00155321710092	0.00403836446239	0.00578573370093	0.00353356890459	0.00609637712111	0.00687298567157	0.00302877334679	0.00407719488992	0.00450432959267	0.00298994291927	0.00298994291927	0.00302877334679	0.00392187317982	0.00500912515047	0.00345590804955	0.00143672581835	0.00291228206423
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0.0	0.0	0.0	3.8830427523e-05	0.0	0.0	0.0	0.0	0.0	0.000543625985322	0.0148720537413	0.0184056226459	0.0384421232478	0.00516444686056	0.00823205063488	0.00357239933212	0.00345590804955	0.0117656195395	0.0	7.7660855046e-05	3.8830427523e-05	0.0	3.8830427523e-05	0.0	0.00038830427523	0.000194152137615	0.000155321710092
